,work_mode,employment_mode,role,prog_skills_in_role,code_for_job,IT_exp,prof_prog_exp,first_code,assigned_seniority,self_assessed_seniority,formal_edu,majors,formal_edu_importance,gender,age,monthly_salary,pro_languages,web_frameworks,other_tools,databases,platforms,fav_language,least_fav_language,fav_framework,least_fav_framework,tools,use_AI_tools,AI_replace_dev,layoffs_23_24,working_now,unemployed_duration,same_role,current_vs_prev_salary
350,remote,Empleador local (Paraguay),backend_dev,devops_dataops,Yes,18_25 years,26+ years,16_17 years,Senior,Mid-senior,"Título de Grado (licenciatura, ingeniería, etc.)",electronic_engineering,critical,male,40_44 years,15M_18M,"JavaScript, C#, HTML/CSS, SQL","JQuery, ASP.NET, ASP.NET Core",".NET, NET Core, Xamarin","MySQL, PostgreSQL, Microsoft SQL Server, SQLite, Oracle","Microsoft Windows, Docker, Azure, Android, Microsoft Azure",C#,JavaScript,ASP.NET Core,JQuery,"Microsoft Azure, Microsoft Team",ChatGPT,no,no,,,,
351,remote,Empleador local (Paraguay),"backend_dev, frontend_dev, full_stack_dev, mobile_dev",devops_dataops,Yes,13_17 years,13_17 years,20_21 years,No aplica a mi lugar de trabajo,Senior,"Título de Grado (licenciatura, ingeniería, etc.)",computer_engineering,somewhat_important,male,40_44 years,24M_27M,"JavaScript, TypeScript, Java, Kotlin, HTML/CSS, SQL, Bash/Shell/PowerShell","Angular, Spring",Node.js,"MySQL, PostgreSQL, SQLite, Firebase","GNU/Linux, Microsoft Windows, Docker, Android",Java,PHP,Spring,,"GitHub, Slack, Google Suite (Docs, Meet, etc), GitLab",ChatGPT,no,no,,,,
352,remote,Empleador local (Paraguay),qa_testing,,No,3_5 years,,16_17 years,Senior,Senior,high_school,"programming, systems_analysis, electronic_engineering",quite_important,male,30_34 years,7M_9M,"JavaScript, TypeScript, PHP, HTML/CSS","React.js, Angular, Angular.js, Django, Flask, Laravel",Node.js,"MariaDB, Oracle","Microsoft Windows, AWS",JavaScript,Java,React.js,Spring,"GitHub, Jira, Google Suite (Docs, Meet, etc), Confluence, Slack, Notion","ChatGPT, Github Copilot",no,no,,,,
353,Hibrído,Empleador local (Paraguay),backend_dev,,Yes,6_9 years,6_9 years,14_15 years,Senior,Senior,"Título de Grado (licenciatura, ingeniería, etc.)","programming, systems_analysis",not_important,male,30_34 years,12M_15M,"Python, Java, HTML/CSS","JQuery, Spring, Django",,"Microsoft SQL Server, Oracle, IBM DB2",Microsoft Windows,Java,Bash/Shell/PowerShell,Spring,Angular.js,"Jira, Microsoft Team, GitLab, Slack",ChatGPT,no,no,,,,
354,remote,freelance,"backend_dev, full_stack_dev, desktop_apps, data_analyst, ai_specialist","sys_admin, scientific_researcher, educator",Yes,26+ years,18_25 years,26_27 years,Senior,Senior,master,systems_analysis,very_important,male,40_44 years,12M_15M,"JavaScript, PHP, Python, Java, C, C#, C++, HTML/CSS, SQL, Bash/Shell/PowerShell, Perl, VBA, Oracle Forms, Fox Pro","Angular.js, JQuery, ASP.NET, ASP.NET Core, Flask",".NET, NET Core, Pandas, TensorFlow, Keras, Torch/PyTorch",Microsoft SQL Server,"GNU/Linux, Microsoft Windows, MacOS, AWS, WordPress",Python,Java,ASP.NET Core,Spring,"Google Suite (Docs, Meet, etc), GitHub",ChatGPT,no,no,,,,
355,remote,foreign_employer,"backend_dev, frontend_dev, full_stack_dev, mobile_dev",,Yes,6_9 years,6_9 years,14_15 years,Senior,Senior,high_school,systems_analysis,not_important,male,25_29 years,33M_40M,TypeScript,"React.js, Express",React Native,PostgreSQL,"MacOS, Docker, Android, iOS",TypeScript,Java,React.js,JQuery,"GitHub, Notion, Slack, Jira",ChatGPT,"Puede ser, pero dentro de muchos años (más de 10)",yes,no,3_5_months,yes,almost_equal
356,onsite,Empleador local (Paraguay),"data_analyst, data_eng",sys_admin,Yes,10_12 years,3_5 years,24_25 years,Mid-senior,Mid-senior,master,"systems_analysis, computer_engineering",very_important,male,35_39 years,12M_15M,"Python, SQL, R",Flask,Pandas,PostgreSQL,"GNU/Linux, Microsoft Windows, Docker",Python,Java,Flask,Spring,"Notion, Trello, GitLab",ChatGPT,"Puede ser, pero dentro de muchos años (más de 10)",no,,,,
357,remote,Empleador local (Paraguay),backend_dev,,Yes,10_12 years,10_12 years,20_21 years,Senior,Senior,master,computer_engineering,very_important,male,40_44 years,7M_9M,"JavaScript, Python, Java, C#, SQL, PL/SQL","React.js, Angular, Angular.js, JQuery, ASP.NET, ASP.NET Core, Spring",,"PostgreSQL, Oracle",Microsoft Windows,Java,,Spring,,"Google Suite (Docs, Meet, etc), GitLab",ChatGPT,no,no,,,,
358,Hibrído,Empleador local (Paraguay),"full_stack_dev, mobile_dev, db_admin, proj_lead, dev_ops",devops_dataops,Yes,18_25 years,13_17 years,24_25 years,Principal,Principal,"Título de Grado (licenciatura, ingeniería, etc.)",computer_engineering,critical,male,35_39 years,15M_18M,"JavaScript, TypeScript, Python, Java, HTML/CSS, SQL, Swift, Dart","Angular, Spring",Flutter,"PostgreSQL, Oracle, Firebase, Elasticsearch","GNU/Linux, MacOS, Docker, Google Cloud Platform, iOS",Java,PHP,Spring,ASP.NET Core,"GitHub, Trello, Slack, GitLab",ChatGPT,no,no,,,,
359,onsite,Empleador local (Paraguay),full_stack_dev,sys_admin,Yes,10_12 years,10_12 years,14_15 years,Senior,Senior,"Título de Grado (licenciatura, ingeniería, etc.)",computer_engineering,very_important,male,30_34 years,9M_12M,"Python, Genexus",,,"MySQL, PostgreSQL","GNU/Linux, Microsoft Windows",Python,,Django,,"Google Suite (Docs, Meet, etc), Microsoft Team, Trello",ChatGPT,no,no,,,,
360,remote,foreign_employer,"backend_dev, platform_eng ","sys_admin, devops_dataops, educator",Yes,6_9 years,6_9 years,14_15 years,Senior,Senior,master,"computer_engineering, other",quite_important,male,30_34 years,27M_33M,"Python, Java, Bash/Shell/PowerShell, Scala, Groovy",Spring,,"PostgreSQL, Redis, DynamoDB","GNU/Linux, Microsoft Windows, Docker, AWS",Java,JavaScript,Spring,ASP.NET Core,"GitHub, Slack, Confluence, Notion, Facebook Workplace, Jira",ChatGPT,no,no,,,,
361,remote,foreign_employer,"frontend_dev, full_stack_dev, mobile_dev",,Yes,3_5 years,3_5 years,16_17 years,Senior,Senior,high_school,computer_engineering,not_important,male,25_29 years,40M_50M,"JavaScript, TypeScript",React.js,Node.js,PostgreSQL,MacOS,Python,Java,Django,,"Slack, Confluence, GitHub, Google Suite (Docs, Meet, etc), Jira",ChatGPT,"Puede ser, pero dentro de muchos años (más de 10)",no,,,,
362,remote,local_with_foreign_clients,full_stack_dev,devops_dataops,Yes,10_12 years,6_9 years,16_17 years,Mid-senior,Senior,"Título de Grado (licenciatura, ingeniería, etc.)",computer_engineering,very_important,male,30_34 years,18M_21M,"JavaScript, TypeScript, Python, Java, C#, HTML/CSS, SQL, Bash/Shell/PowerShell","React.js, Angular, Angular.js, Spring","Node.js, .NET","MySQL, MariaDB, PostgreSQL, Microsoft SQL Server, MongoDB, DynamoDB",Microsoft Windows,Scala,Assembly,Angular,Laravel,"Microsoft Team, Jira, Slack, Confluence, Facebook Workplace, GitHub, Google Suite (Docs, Meet, etc)","Github Copilot, Bing AI",no,no,,,,
363,remote,Empleador local (Paraguay),"backend_dev, frontend_dev","devops_dataops, designer",Yes,10_12 years,6_9 years,14_15 years,Senior,Senior,"Título de Grado (licenciatura, ingeniería, etc.)",computer_engineering,quite_important,male,35_39 years,12M_15M,"JavaScript, TypeScript, HTML/CSS, SQL, Bash/Shell/PowerShell","Angular, Express",Node.js,"PostgreSQL, Couchbase","GNU/Linux, MacOS, AWS",TypeScript,Python,Angular,Django,"Slack, Jira, Microsoft Team, GitHub, Google Suite (Docs, Meet, etc)","Github Copilot, ChatGPT",no,no,,,,
364,onsite,Empleador local (Paraguay),"backend_dev, desktop_apps, qa_testing, db_admin, proj_lead","sys_admin, devops_dataops",Yes,18_25 years,18_25 years,20_21 years,Junior,Senior,"Título de Grado (licenciatura, ingeniería, etc.)","programming, systems_analysis",very_important,male,40_44 years,12M_15M,"C#, SQL, VBA",,.NET,"MySQL, PostgreSQL, Microsoft SQL Server, Firebase","GNU/Linux, Microsoft Windows",SQL,,,,"Jira, Google Suite (Docs, Meet, etc), Microsoft Team",ChatGPT,"Puede ser, pero dentro de muchos años (más de 10)",no,,,,
365,Hibrído,Empleador local (Paraguay),"data_analyst, data_sci",,Yes,10_12 years,10_12 years,26_27 years,Junior,Mid-senior,"Título de Grado (licenciatura, ingeniería, etc.)",computer_engineering,somewhat_important,male,35_39 years,7M_9M,"Python, SQL",,Pandas,"Microsoft SQL Server, Oracle",Microsoft Windows,Python,RPG,,,"Jira, GitLab, Confluence, Microsoft Team",,"Puede ser, pero dentro de muchos años (más de 10)",no,,,,
366,Hibrído,Empleador local (Paraguay),full_stack_dev,"sys_admin, devops_dataops",Yes,3_5 years,3_5 years,22_23 years,Senior,Senior,"Título de Grado (licenciatura, ingeniería, etc.)",computer_engineering,very_important,male,40_44 years,9M_12M,"JavaScript, Java, C, C++, HTML/CSS, SQL, Bash/Shell/PowerShell","Angular.js, JQuery, Spring",,"MySQL, MariaDB, PostgreSQL, Microsoft SQL Server, Oracle","GNU/Linux, Microsoft Windows, Docker, AWS, Azure",Java,PHP,Spring,Ruby on Rails,"Confluence, Trello, Slack, GitHub, GitLab, Google Suite (Docs, Meet, etc)",ChatGPT,yes,no,,,,
367,remote,Empleador local (Paraguay),"backend_dev, frontend_dev, full_stack_dev, proj_lead",sys_admin,Yes,6_9 years,6_9 years,18_19 years,Senior,Principal,"Título de Grado (licenciatura, ingeniería, etc.)",computer_engineering,very_important,male,25_29 years,15M_18M,"JavaScript, TypeScript, Python, Java, HTML/CSS, SQL, Bash/Shell/PowerShell","Angular, Angular.js, JQuery, Spring",Node.js,"PostgreSQL, Oracle","GNU/Linux, Microsoft Windows, MacOS, Docker, AWS",Java,HTML/CSS,Spring,JQuery,"Jira, Google Suite (Docs, Meet, etc), Slack, GitLab",ChatGPT,no,no,,,,
368,Hibrído,freelance,full_stack_dev,educator,Yes,13_17 years,13_17 years,16_17 years,No aplica a mi lugar de trabajo,Desconozco,master,"programming, systems_analysis",not_important,male,30_34 years,7M_9M,"JavaScript, TypeScript, Java, HTML/CSS, SQL","React.js, Angular, Express","Node.js, React Native","MySQL, MariaDB, PostgreSQL, SQLite, Firebase","GNU/Linux, MacOS, Docker, AWS, Android, WordPress, iOS",TypeScript,Oracle Forms,React.js,ASP.NET,"Google Suite (Docs, Meet, etc), GitLab, GitHub",ChatGPT,"Puede ser, pero dentro de muchos años (más de 10)",no,,,,
369,Hibrído,Empleador local (Paraguay),"backend_dev, full_stack_dev","sys_admin, devops_dataops",Yes,13_17 years,10_12 years,20_21 years,Senior,Senior,"Título de Grado (licenciatura, ingeniería, etc.)",computer_engineering,very_important,male,35_39 years,15M_18M,"Java, SQL","React.js, Spring",Node.js,"PostgreSQL, Oracle","GNU/Linux, Microsoft Windows, AWS",Java,Fox Pro,Spring,ASP.NET Core,"Confluence, GitHub, Facebook Workplace, Slack, GitLab, Google Suite (Docs, Meet, etc), Jira","Bing AI, ChatGPT",no,no,,,,
370,onsite,Empleador local (Paraguay),full_stack_dev,"sys_admin, educator",No,10_12 years,6_9 years,18_19 years,Senior,Principal,"Título de Grado (licenciatura, ingeniería, etc.)","programming, systems_analysis, mathematics",somewhat_important,male,40_44 years,9M_12M,"JavaScript, TypeScript, PHP, Python, Java, C, C++, Go, HTML/CSS, SQL, Bash/Shell/PowerShell, VBA, Oracle Forms","React.js, Angular, Angular.js, JQuery, Express, Vue.js, Spring, Flask",Node.js,"MySQL, PostgreSQL, MongoDB, Oracle, Elasticsearch","GNU/Linux, Microsoft Windows, Docker, AWS",Java,,Spring,ASP.NET Core,"Trello, Slack, Google Suite (Docs, Meet, etc), Notion, GitHub, Jira, Discord","ChatGPT, Bing AI","Puede ser, pero dentro de muchos años (más de 10)",no,,,,
371,Hibrído,Empleador local (Paraguay),proj_lead,,Yes,13_17 years,13_17 years,20_21 years,Mid-senior,Mid-senior,"Título de Grado (licenciatura, ingeniería, etc.)",computer_engineering,very_important,male,35_39 years,12M_15M,Java,"React.js, Spring","Node.js, Flutter",PostgreSQL,"GNU/Linux, Microsoft Windows, Kubernetes, Heroku",Java,PHP,Angular.js,JQuery,"Confluence, GitLab","ChatGPT, Github Copilot",yes,no,,,,
372,remote,freelance,"data_analyst, data_eng, data_sci",devops_dataops,Yes,18_25 years,13_17 years,30+ years,Mid-senior,Senior,high_school,"computer_engineering, other",somewhat_important,prefer_not_to_say,45_49 years,50M+,"Python, SQL, R, Scala","JQuery, Spring",Flutter,"MySQL, MariaDB, PostgreSQL, Microsoft SQL Server, SQLite, MongoDB, Oracle, DynamoDB","GNU/Linux, Microsoft Windows, Docker, AWS, Azure, Microsoft Azure",R,Oracle Forms,Ruby on Rails,,"Microsoft Azure, Microsoft Team",ChatGPT,yes,yes,yes,6+_months,no,higher
373,onsite,Empleador local (Paraguay),desktop_apps,sys_admin,Yes,10_12 years,6_9 years,20_21 years,Senior,Mid-senior,"Título de Grado (licenciatura, ingeniería, etc.)",programming,somewhat_important,female,40_44 years,9M_12M,"VBA, Power builder",CakePHP,.NET,Microsoft SQL Server,Microsoft Windows,Otro,Assembly,Spring,React.js,Microsoft Team,ChatGPT,"Puede ser, pero dentro de muchos años (más de 10)",no,,,,
374,remote,foreign_employer,"backend_dev, dev_ops",devops_dataops,Yes,18_25 years,18_25 years,14_15 years,Senior,Senior,"Título de Grado (licenciatura, ingeniería, etc.)",systems_analysis,quite_important,male,40_44 years,40M_50M,"JavaScript, TypeScript, Java",,,"MySQL, PostgreSQL","Docker, AWS",Java,Python,Spring,Django,"Microsoft Team, Slack, GitHub, Google Suite (Docs, Meet, etc), Confluence, Jira","Github Copilot, ChatGPT","Puede ser, pero dentro de muchos años (más de 10)",no,,,,
375,onsite,Empleador local (Paraguay),proj_lead,,Yes,10_12 years,6_9 years,14_15 years,Senior,Senior,"Título de Grado (licenciatura, ingeniería, etc.)",computer_engineering,critical,male,30_34 years,12M_15M,"TypeScript, Java, HTML/CSS, SQL, Dart","Angular, Angular.js, JQuery, Spring",Flutter,"PostgreSQL, Oracle","GNU/Linux, Microsoft Windows, Docker",Java,Assembly,Spring,,"GitHub, Slack, Trello, GitLab","Google Bard, ChatGPT",no,no,,,,
376,remote,Empleador local (Paraguay),full_stack_dev,devops_dataops,Yes,6_9 years,6_9 years,14_15 years,Mid-senior,Mid-senior,high_school,"systems_analysis, computer_engineering",very_important,male,30_34 years,5M_7M,"JavaScript, Python, Java, HTML/CSS, SQL","JQuery, Django",,"PostgreSQL, Oracle",GNU/Linux,Python,TypeScript,Django,,,ChatGPT,no,no,,,,
377,Hibrído,Empleador local (Paraguay),"backend_dev, full_stack_dev, desktop_apps, db_admin",sys_admin,Yes,13_17 years,13_17 years,24_25 years,Senior,Senior,high_school,systems_analysis,somewhat_important,male,35_39 years,12M_15M,"Java, SQL, Oracle Forms",Spring,,"PostgreSQL, Oracle",Microsoft Windows,SQL,JavaScript,Spring,,"Confluence, Jira, GitLab, Slack",,no,no,,,,
378,remote,local_with_foreign_clients,"backend_dev, data_eng",,Yes,10_12 years,10_12 years,16_17 years,Mid-senior,Mid-senior,master,systems_analysis,somewhat_important,male,30_34 years,18M_21M,"JavaScript, Python, Java, SQL, Bash/Shell/PowerShell",React.js,,PostgreSQL,Azure,Python,JavaScript,Django,,"Microsoft Team, Microsoft Azure, GitLab, Jira",ChatGPT,"Puede ser, pero dentro de muchos años (más de 10)",no,,,,
379,remote,Empleador local (Paraguay),"backend_dev, dev_ops",devops_dataops,Yes,10_12 years,6_9 years,16_17 years,Senior,Mid-senior,master,computer_engineering,quite_important,male,30_34 years,18M_21M,"JavaScript, TypeScript, Python, Java","Express, Spring",Node.js,PostgreSQL,"Microsoft Windows, MacOS, AWS, Azure, Kubernetes",Java,Oracle Forms,Spring,JQuery,"Microsoft Team, GitHub, Trello, Jira, Microsoft Azure",,"Puede ser, pero dentro de muchos años (más de 10)",no,,,,
380,remote,Empleador local (Paraguay),backend_dev,devops_dataops,Yes,18_25 years,18_25 years,16_17 years,Senior,Mid-senior,"Título de Grado (licenciatura, ingeniería, etc.)",electronic_engineering,critical,male,40_44 years,15M_18M,"JavaScript, C#, HTML/CSS, SQL, R","JQuery, ASP.NET, ASP.NET Core",".NET, NET Core, Xamarin","PostgreSQL, Microsoft SQL Server, SQLite, Oracle","Microsoft Windows, Docker, Azure, Microsoft Azure",C#,JavaScript,ASP.NET Core,JQuery,"Microsoft Team, Microsoft Azure",ChatGPT,no,no,,,,
381,Hibrído,Empleador local (Paraguay),backend_dev,devops_dataops,Yes,6_9 years,6_9 years,22_23 years,Senior,Senior,"Título de Grado (licenciatura, ingeniería, etc.)",systems_analysis,very_important,male,30_34 years,12M_15M,Java,Spring,,"PostgreSQL, Oracle","GNU/Linux, Microsoft Windows, Docker, AWS",Java,Oracle Forms,Spring,JQuery,"Jira, Google Suite (Docs, Meet, etc), Confluence, Slack","ChatGPT, Github Copilot",no,no,,,,
382,Hibrído,Empleador local (Paraguay),"db_admin, dev_ops","sys_admin, devops_dataops",Yes,13_17 years,13_17 years,18_19 years,Senior,Senior,"Título de Grado (licenciatura, ingeniería, etc.)",computer_engineering,very_important,male,35_39 years,15M_18M,"JavaScript, Java, HTML/CSS, SQL, Bash/Shell/PowerShell","JQuery, Spring",,Microsoft SQL Server,"GNU/Linux, Microsoft Windows, Docker, AWS, Android, WordPress",Java,Genexus,Spring,,"Microsoft Azure, Microsoft Team, Slack, GitLab",,no,no,,,,
383,remote,Empleador local (Paraguay),"backend_dev, frontend_dev, qa_testing",,Yes,13_17 years,6_9 years,18_19 years,Mid-senior,Senior,"Título de Grado (licenciatura, ingeniería, etc.)",computer_engineering,very_important,female,35_39 years,7M_9M,"JavaScript, Java, HTML/CSS, SQL","Angular.js, JQuery",Node.js,"MySQL, PostgreSQL",Microsoft Windows,Java,,,,"Trello, Microsoft Team, Jira, GitLab",,no,no,,,,
384,onsite,Empleador local (Paraguay),full_stack_dev,,Yes,18_25 years,18_25 years,26_27 years,Staff,Staff,"Título de Grado (licenciatura, ingeniería, etc.)",computer_engineering,quite_important,male,40_44 years,15M_18M,"JavaScript, Python, Java, C#, SQL, Bash/Shell/PowerShell","React.js, Django, Flask",.NET,"PostgreSQL, Oracle","GNU/Linux, Microsoft Windows",Python,Oracle Forms,Flask,React.js,"GitLab, Google Suite (Docs, Meet, etc)",,no,no,,,,
385,Hibrído,Empleador local (Paraguay),full_stack_dev,,Yes,3_5 years,3_5 years,<10 years,No aplica a mi lugar de trabajo,Mid-senior,high_school,computer_engineering,quite_important,male,20_24 years,3.5M_5M,"JavaScript, PHP, Java, SQL, Dart",,Flutter,"MySQL, PostgreSQL","Microsoft Windows, Android, WordPress, iOS",JavaScript,Java,React.js,Spring,"Trello, GitHub",,no,no,,,,
386,onsite,Empleador local (Paraguay),analyst_qa,,Yes,6_9 years,3_5 years,16_17 years,Mid-senior,Desconozco,"Título de Grado (licenciatura, ingeniería, etc.)",systems_analysis,quite_important,female,35_39 years,3.5M_5M,"Java, HTML/CSS, SQL",,,PostgreSQL,GNU/Linux,SQL,Java,,Angular,GitLab,Talkai,no,no,,,,
387,Hibrído,Empleador local (Paraguay),"backend_dev, analyst",,Yes,10_12 years,6_9 years,16_17 years,Mid-senior,Mid-senior,"Título de Grado (licenciatura, ingeniería, etc.)","systems_analysis, computer_engineering",quite_important,male,30_34 years,9M_12M,"Java, HTML/CSS, SQL","JQuery, Spring",".NET, NET Core","PostgreSQL, Microsoft SQL Server, Oracle","GNU/Linux, Microsoft Windows, Kubernetes",Java,Assembly,Spring,,"Jira, Microsoft Team, Slack, Google Suite (Docs, Meet, etc), GitLab, Confluence",,"Puede ser, pero dentro de muchos años (más de 10)",no,,,,
388,remote,local_with_foreign_clients,qa_testing,sys_admin,No,3_5 years,<1 year,<10 years,Mid-senior,Mid-senior,"Título de Grado (licenciatura, ingeniería, etc.)",systems_analysis,very_important,female,25_29 years,7M_9M,Lenguaje o comandos scripteado en python ,Angular,Pandas,"MySQL, Microsoft SQL Server, Oracle, Cassandra",Azure,C#,VBA,Django,JQuery,"Confluence, Microsoft Team, Jira",ChatGPT,"Puede ser, pero dentro de muchos años (más de 10)",no,,,,
389,remote,foreign_employer,"full_stack_dev, mobile_dev",,Yes,6_9 years,6_9 years,14_15 years,Senior,Senior,high_school,"systems_analysis, computer_engineering, other",somewhat_important,male,25_29 years,21M_24M,"JavaScript, TypeScript, Java, Kotlin, Swift",React.js,"Node.js, React Native",PostgreSQL,"MacOS, Android, Google Cloud Platform, iOS",TypeScript,Java,React.js,Angular.js,"GitHub, Slack, Notion",Github Copilot,no,no,,,,
390,Hibrído,Empleador local (Paraguay),backend_dev,,Yes,6_9 years,6_9 years,20_21 years,Mid-senior,Mid-senior,"Título de Grado (licenciatura, ingeniería, etc.)",systems_analysis,quite_important,male,30_34 years,9M_12M,"JavaScript, TypeScript, C#, SQL","React.js, ASP.NET, Express","Node.js, React Native","PostgreSQL, MongoDB","Microsoft Windows, MacOS, Docker, AWS",TypeScript,HTML/CSS,Express,Spring,"Slack, Jira, Google Suite (Docs, Meet, etc), GitHub","ChatGPT, Github Copilot",no,no,,,,
